,day,time,user,hub name,playlist name,playlist id,description,image url,length,type,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
0,2022-04-14,10:00:00,female user,Featured Charts,Top Songs Global,,,,,playlist,,,,,,,,,
1,2022-04-14,10:00:00,female user,Featured Charts,Top Songs Nederland,,,,,playlist,,,,,,,,,
2,2022-04-14,10:00:00,female user,Featured Charts,Top 50 Global,,,,,playlist,,,,,,,,,
3,2022-04-14,10:00:00,female user,Featured Charts,Top 50 Netherlands,,,,,playlist,,,,,,,,,
4,2022-04-14,10:00:00,female user,Featured Charts,Viral 50 Global,,,,,playlist,,,,,,,,,
5,2022-04-14,10:00:00,female user,Featured Charts,Viral 50 Netherlands,,,,,playlist,,,,,,,,,
6,2022-04-14,10:00:00,female user,Throwback,Reggaeton Classics,,,,,playlist,,,,,,,,,
7,2022-04-14,10:00:00,female user,Throwback,I Love My '90s Hip-Hop,,,,,playlist,,,,,,,,,
8,2022-04-14,10:00:00,female user,Throwback,Rock Classics,,,,,playlist,,,,,,,,,
9,2022-04-14,10:00:00,female user,Throwback,All Out 2000s,,,,,playlist,,,,,,,,,
10,2022-04-14,10:00:00,female user,Throwback,Salsa Classics,,,,,playlist,,,,,,,,,
11,2022-04-14,10:00:00,female user,Throwback,I Love My 2000s R&B,,,,,playlist,,,,,,,,,
12,2022-04-14,10:00:00,female user,Throwback,Throwback Party,,,,,playlist,,,,,,,,,
13,2022-04-14,10:00:00,female user,Throwback,10s Latino,,,,,playlist,,,,,,,,,
14,2022-04-14,10:00:00,female user,Throwback,Leyendas Urbanas,,,,,playlist,,,,,,,,,
15,2022-04-14,10:00:00,female user,Throwback,Jazz Classics,,,,,playlist,,,,,,,,,
16,2022-04-14,10:00:00,female user,Chill,Chill Hits,,,,,playlist,,,,,,,,,
17,2022-04-14,10:00:00,female user,Chill,t Koffiehuis,,,,,playlist,,,,,,,,,
18,2022-04-14,10:00:00,female user,Chill,Peaceful Piano,,,,,playlist,,,,,,,,,
19,2022-04-14,10:00:00,female user,Chill,lofi beats,,,,,playlist,,,,,,,,,
20,2022-04-14,10:00:00,female user,Chill,Easy 80s,,,,,playlist,,,,,,,,,
21,2022-04-14,10:00:00,female user,Chill,Vibes,,,,,playlist,,,,,,,,,
22,2022-04-14,10:00:00,female user,Chill,Deep House Rules,,,,,playlist,,,,,,,,,
23,2022-04-14,10:00:00,female user,Chill,Peaceful Meditation,,,,,playlist,,,,,,,,,
24,2022-04-14,10:00:00,female user,Chill,Jazz Vibes,,,,,playlist,,,,,,,,,
25,2022-04-14,10:00:00,female user,Chill,Soft Pop Hits,,,,,playlist,,,,,,,,,
26,2022-04-14,10:00:00,female user,Sing-along,Happy Tunes,,,,,playlist,,,,,,,,,
27,2022-04-14,10:00:00,female user,Sing-along,Singing in the Shower,,,,,playlist,,,,,,,,,
28,2022-04-14,10:00:00,female user,Sing-along,Guilty Pleasures,,,,,playlist,,,,,,,,,
29,2022-04-14,10:00:00,female user,Sing-along,Latin Pop Classics,,,,,playlist,,,,,,,,,
30,2022-04-14,10:00:00,female user,Sing-along,Déja Vu,,,,,playlist,,,,,,,,,
31,2022-04-14,10:00:00,female user,Sing-along,Karaoke Duets,,,,,playlist,,,,,,,,,
32,2022-04-14,10:00:00,female user,Sing-along,K-Club Party,,,,,playlist,,,,,,,,,
33,2022-04-14,10:00:00,female user,Sing-along,Sing Along K-Pop,,,,,playlist,,,,,,,,,
34,2022-04-14,10:00:00,female user,Sing-along,Sing-along: 90s to Now,,,,,playlist,,,,,,,,,
35,2022-04-14,10:00:00,female user,Sing-along,Karaoke en Espanol,,,,,playlist,,,,,,,,,
36,2022-04-14,10:00:00,female user,Workout,Power Workout,,,,,playlist,,,,,,,,,
37,2022-04-14,10:00:00,female user,Workout,Top Hits Workout,,,,,playlist,,,,,,,,,
38,2022-04-14,10:00:00,female user,Workout,Beast Mode,,,,,playlist,,,,,,,,,
39,2022-04-14,10:00:00,female user,Workout,Latin Cardio,,,,,playlist,,,,,,,,,
40,2022-04-14,10:00:00,female user,Workout,Fun Run,,,,,playlist,,,,,,,,,
41,2022-04-14,10:00:00,female user,Workout,Zumba Beats,,,,,playlist,,,,,,,,,
42,2022-04-14,10:00:00,female user,Workout,Motivation Mix,,,,,playlist,,,,,,,,,
43,2022-04-14,10:00:00,female user,Workout,Workout,,,,,playlist,,,,,,,,,
44,2022-04-14,10:00:00,female user,Workout,Workout Hip-Hop,,,,,playlist,,,,,,,,,
45,2022-04-14,10:00:00,female user,Workout,Power Hour,,,,,playlist,,,,,,,,,
46,2022-04-14,10:00:00,female user,Today's biggest hits,Fuego,,,,,playlist,,,,,,,,,
47,2022-04-14,10:00:00,female user,Today's biggest hits,Baila Reggaeton,,,,,playlist,,,,,,,,,
48,2022-04-14,10:00:00,female user,Today's biggest hits,Viva Latino,,,,,playlist,,,,,,,,,
49,2022-04-14,10:00:00,female user,Today's biggest hits,Latin Flavor,,,,,playlist,,,,,,,,,
50,2022-04-14,10:00:00,female user,Today's biggest hits,Today's Top Hits,,,,,playlist,,,,,,,,,
51,2022-04-14,10:00:00,female user,Today's biggest hits,Summer '22,,,,,playlist,,,,,,,,,
52,2022-04-14,10:00:00,female user,Today's biggest hits,Rap Caviar,,,,,playlist,,,,,,,,,
53,2022-04-14,10:00:00,female user,Today's biggest hits,It's lit,,,,,playlist,,,,,,,,,
54,2022-04-14,10:00:00,female user,Today's biggest hits,Techno Bunker,37i9dQZF1DX6J5NfMJS675,Welcome to the dark side of the club.,https://i.scdn.co/image/ab67706f00000002f423287bdf2209a86980a51c,,playlist,,,,,,,,,
55,2022-04-14,10:00:00,female user,Recommended for today,Red (Taylor's Version),,,,,album,,,,,,,,,
56,2022-04-14,10:00:00,female user,Recommended for today,When You're Gone,,,,,single,,,,,,,,,
57,2022-04-14,10:00:00,female user,Recommended for today,SOUR,,,,,album,,,,,,,,,
58,2022-04-14,10:00:00,female user,Recommended for today,Positons,,,,,album,,,,,,,,,
59,2022-04-14,10:00:00,female user,Recommended for today,Justice,,,,,album,,,,,,,,,
60,2022-04-14,10:00:00,female user,Recommended for today,After Hours (Deluxe),,,,,album,,,,,,,,,
61,2022-04-14,10:00:00,female user,Recommended for today,Happier Than Ever (Edit),,,,,single,,,,,,,,,
62,2022-04-14,10:00:00,female user,Recommended for today,As it Was,,,,,single,,,,,,,,,
63,2022-04-14,10:00:00,female user,Recommended for today,Smile,,,,,album,,,,,,,,,
64,2022-04-14,10:00:00,female user,Recommended for today,Bam Bam (feat. Ed Sheeran),,,,,single,,,,,,,,,
65,2022-04-14,10:00:00,female user,Mood,Vibes,,,,,playlist,,,,,,,,,
66,2022-04-14,10:00:00,female user,Mood,Techno Bunker,37i9dQZF1DX6J5NfMJS675,Welcome to the dark side of the club.,https://i.scdn.co/image/ab67706f00000002f423287bdf2209a86980a51c,,playlist,,,,,,,,,
67,2022-04-14,10:00:00,female user,Mood,All The Feels,,,,,playlist,,,,,,,,,
68,2022-04-14,10:00:00,female user,Mood,lofi beats,,,,,playlist,,,,,,,,,
69,2022-04-14,10:00:00,female user,Mood,Intense Studying,,,,,playlist,,,,,,,,,
70,2022-04-14,10:00:00,female user,Mood,Life Sucks,,,,,playlist,,,,,,,,,
71,2022-04-14,10:00:00,female user,Fresh new music,New Music Friday,,,,,playlist,,,,,,,,,
72,2022-04-14,10:00:00,female user,Fresh new music,Future Hits: Latin,,,,,playlist,,,,,,,,,
73,2022-04-14,10:00:00,female user,Fresh new music,Most Necessary,,,,,playlist,,,,,,,,,
74,2022-04-14,10:00:00,female user,Fresh new music,New Music Friday Latin,,,,,playlist,,,,,,,,,
75,2022-04-14,10:00:00,female user,Fresh new music,Afro Hits,,,,,playlist,,,,,,,,,
76,2022-04-14,10:00:00,female user,Fresh new music,Mellow bars,,,,,playlist,,,,,,,,,
77,2022-04-14,10:00:00,female user,Fresh new music,Salsa Nation,,,,,playlist,,,,,,,,,
78,2022-04-14,10:00:00,female user,Fresh new music,New Music Friday,,,,,playlist,,,,,,,,,
79,2022-04-14,10:00:00,female user,Fresh new music,Fresh Flows,,,,,playlist,,,,,,,,,
80,2022-04-14,10:00:00,female user,Fresh new music,Je Moerstaal,,,,,playlist,,,,,,,,,
81,2022-04-14,10:00:00,female user,Instrumental,Peaceful Piano,,,,,playlist,,,,,,,,,
82,2022-04-14,10:00:00,female user,Instrumental,lofi beats,"href=""/playlist/37i9dQZF1DWWQRwui0ExPn""","Purrrr with beats to chill, relax, study, code, focus, and sleep... 🐱",https://i.scdn.co/image/ab67706f00000002be1c2e19e2888aba7bd111ac,,playlist,,,,,,,,,
83,2022-04-14,10:00:00,female user,Instrumental,Sleep,/playlist/37i9dQZF1DWZd79rJ6a7lp,Gentle ambient piano to help you fall asleep.,https://i.scdn.co/image/ab67706f00000002b70e0223f544b1faa2e95ed0,,playlist,,,,,,,,,
84,2022-04-14,10:00:00,female user,Instrumental,Instrumental Study,"href=""/playlist/37i9dQZF1DX9sIqqvKsjG8""",A soft musical backdrop for your studies.,https://i.scdn.co/image/ab67706f000000025ec8c003898b36c6f73dfac7,,playlist,,,,,,,,,
85,2022-04-14,10:00:00,female user,Instrumental,Deep House Relax,,,,,playlist,,,,,,,,,
86,2022-04-14,10:00:00,female user,Instrumental,Peaceful Meditation,,,,,playlist,,,,,,,,,
87,2022-04-14,10:00:00,female user,Instrumental,Jazz Vibes,,,,,playlist,,,,,,,,,
88,2022-04-14,10:00:00,female user,Instrumental,Relaxing Massage,,,,,playlist,,,,,,,,,
89,2022-04-14,13:00:00,female user,To get you started,Taylor Swift Mix,,,,,playlist,,,,,,,,,
90,2022-04-14,13:00:00,female user,To get you started,Bad Bunny Mix,,,,,playlist,,,,,,,,,
91,2022-04-14,13:00:00,female user,To get you started,BTS Mix,,,,,playlist,,,,,,,,,
92,2022-04-14,13:00:00,female user,Try something else,Hot Hits NL,,,,,playlist,,,,,,,,,
93,2022-04-14,13:00:00,female user,Try something else,NPO Radio2 Top 2000,,,,,playlist,,,,,,,,,
94,2022-04-14,13:00:00,female user,Try something else,Top 50 Netherlands,,,,,playlist,,,,,,,,,
95,2022-04-14,13:00:00,female user,Try something else,Songs to Sing in the Shower,,,,,playlist,,,,,,,,,
96,2022-04-14,13:00:00,female user,Try something else,Top Songs Netherlands,,,,,playlist,,,,,,,,,
97,2022-04-14,13:00:00,female user,Try something else,Today's Top Hits,,,,,playlist,,,,,,,,,
98,2022-04-14,13:00:00,female user,Try something else,Top 50 Global,,,,,playlist,,,,,,,,,
99,2022-04-14,13:00:00,female user,Try something else,Rock Classics,,,,,playlist,,,,,,,,,
100,2022-04-14,13:00:00,female user,Try something else,This is Adele,,,,,playlist,,,,,,,,,
101,2022-04-14,13:00:00,female user,More like Kris Kross Amsterdam,Kris Kross Amsterdam Mix,,,,,playlist,,,,,,,,,
102,2022-04-14,13:00:00,female user,More like Kris Kross Amsterdam,Jayh,,,,,artist,,,,,,,,,
103,2022-04-14,13:00:00,female user,More like Kris Kross Amsterdam,Tabitha,,,,,artist,,,,,,,,,
104,2022-04-14,13:00:00,female user,More like Kris Kross Amsterdam,De Hits uit 2018,,,,,playlist,,,,,,,,,
105,2022-04-14,13:00:00,female user,More like Kris Kross Amsterdam,De Hits uit 2019,,,,,playlist,,,,,,,,,
106,2022-04-14,13:00:00,female user,More like Kris Kross Amsterdam,Beste van Woordenschat,,,,,playlist,,,,,,,,,
107,2022-04-14,13:00:00,female user,More like Kris Kross Amsterdam,10's Beste NL-talig,,,,,playlist,,,,,,,,,
108,2022-04-14,13:00:00,female user,More like Kris Kross Amsterdam,Beste van NL,,,,,playlist,,,,,,,,,
109,2022-04-14,13:00:00,female user,More like Kris Kross Amsterdam,De Beste Liedjes Uit Holland Zingt,,,,,album,,,,,,,,,
110,2022-04-14,13:00:00,female user,More like Kris Kross Amsterdam,We Moeten Door 2,,,,,album,,,,,,,,,
111,2022-04-14,13:00:00,female user,More like Antoon,Antoon Mix,,,,,playlist,,,,,,,,,
112,2022-04-14,13:00:00,female user,More like Antoon,La$$a,,,,,artist,,,,,,,,,
113,2022-04-14,13:00:00,female user,More like Antoon,Qlas & Blacka,,,,,artist,,,,,,,,,
114,2022-04-14,13:00:00,female user,More like Antoon,Donnie,,,,,artist,,,,,,,,,
115,2022-04-14,13:00:00,female user,More like Antoon,Platinum Hits,,,,,playlist,,,,,,,,,
116,2022-04-14,13:00:00,female user,More like Antoon,Pre-Party Mood,,,,,playlist,,,,,,,,,
117,2022-04-14,13:00:00,female user,More like Antoon,Pull Up Hits,,,,,playlist,,,,,,,,,
118,2022-04-14,13:00:00,female user,More like Antoon,Party Tunes,,,,,playlist,,,,,,,,,
119,2022-04-14,13:00:00,female user,More like Antoon,Bon Gepakt,,,,,single,,,,,,,,,
120,2022-04-14,13:00:00,female user,More like Antoon,Spanning,,,,,single,,,,,,,,,
121,2022-04-14,13:00:00,female user,Suggested artists,Antoon Mix,,,,,playlist,,,,,,,,,
122,2022-04-14,13:00:00,female user,Suggested artists,Christian D,,,,,artist,,,,,,,,,
123,2022-04-14,13:00:00,female user,Suggested artists,TIJN,,,,,artist,,,,,,,,,
124,2022-04-14,13:00:00,female user,Suggested artists,FLEMMING,,,,,artist,,,,,,,,,
125,2022-04-14,13:00:00,female user,Suggested artists,Turfy Gang,,,,,artist,,,,,,,,,
126,2022-04-14,13:00:00,female user,Suggested artists,MaxLorenzo,,,,,artist,,,,,,,,,
127,2022-04-14,13:00:00,female user,Suggested artists,Sophia Mason,,,,,artist,,,,,,,,,
128,2022-04-14,13:00:00,female user,Suggested artists,Jefferson,,,,,artist,,,,,,,,,
129,2022-04-14,13:00:00,female user,Suggested artists,Alessio,,,,,artist,,,,,,,,,
130,2022-04-14,13:00:00,female user,Suggested artists,Roxy Dekker,,,,,artist,,,,,,,,,
131,2022-04-14,13:00:00,female user,More like Harry Styles,James Arthur,,,,,artist,,,,,,,,,
132,2022-04-14,13:00:00,female user,More like Harry Styles,Lauv,,,,,artist,,,,,,,,,
133,2022-04-14,13:00:00,female user,More like Harry Styles,Anne-Marie,,,,,artist,,,,,,,,,
134,2022-04-14,13:00:00,female user,More like Harry Styles,Little Mix,,,,,artist,,,,,,,,,
135,2022-04-14,13:00:00,female user,More like Harry Styles,Julia Michaels,,,,,artist,,,,,,,,,
136,2022-04-14,13:00:00,female user,More like Harry Styles,Hit Rewind,,,,,playlist,,,,,,,,,
137,2022-04-14,13:00:00,female user,More like Harry Styles,Comfort Zone,,,,,playlist,,,,,,,,,
138,2022-04-14,13:00:00,female user,More like Harry Styles,No Promises,,,,,single,,,,,,,,,
139,2022-04-14,13:00:00,female user,More like Harry Styles,Confident,,,,,album,Demi Lovato,,,,,,,,
140,2022-04-14,13:00:00,female user,More like Harry Styles,Handwritten,,,,,album,,,,,,,,,
141,2022-04-14,13:00:00,female user,Throwback,All Out 2000s,,,,,playlist,,,,,,,,,
142,2022-04-14,13:00:00,female user,Throwback,All Out 90s,,,,,playlist,,,,,,,,,
143,2022-04-14,13:00:00,female user,Throwback,Rock Classics,,,,,playlist,,,,,,,,,
144,2022-04-14,13:00:00,female user,Throwback,Hit Rewind,,,,,playlist,,,,,,,,,
145,2022-04-14,13:00:00,female user,Throwback,All Out 80s,,,,,playlist,,,,,,,,,
146,2022-04-14,13:00:00,female user,Throwback,Easy 80s,,,,,playlist,,,,,,,,,
147,2022-04-14,13:00:00,female user,Throwback,Throwback Party,,,,,playlist,,,,,,,,,
148,2022-04-14,13:00:00,female user,Throwback,Zomerhits 2010-2020,,,,,playlist,,,,,,,,,
149,2022-04-14,13:00:00,female user,Throwback,All Out 70s,,,,,playlist,,,,,,,,,
150,2022-04-14,13:00:00,female user,Throwback,All Out 2010s,,,,,playlist,,,,,,,,,
151,2022-04-14,13:00:00,female user,Featured Charts,Top Songs Global,,,,,playlist,,,,,,,,,
152,2022-04-14,13:00:00,female user,Featured Charts,Top Songs Nederland,,,,,playlist,,,,,,,,,
153,2022-04-14,13:00:00,female user,Featured Charts,Top 50 Global,,,,,playlist,,,,,,,,,
154,2022-04-14,13:00:00,female user,Featured Charts,Top 50 Netherlands,,,,,playlist,,,,,,,,,
155,2022-04-14,13:00:00,female user,Featured Charts,Viral 50 Global,,,,,playlist,,,,,,,,,
156,2022-04-14,13:00:00,female user,Featured Charts,Viral 50 Netherlands,,,,,playlist,,,,,,,,,
157,2022-04-14,13:00:00,female user,Mood,t Koffiehuis,,,,,playlist,,,,,,,,,
158,2022-04-14,13:00:00,female user,Mood,Happy Tunes,,,,,playlist,,,,,,,,,
159,2022-04-14,13:00:00,female user,Mood,Peaceful Piano,,,,,playlist,,,,,,,,,
160,2022-04-14,13:00:00,female user,Mood,Life Sucks,,,,,playlist,,,,,,,,,
161,2022-04-14,13:00:00,female user,Mood,Chill Hits,,,,,playlist,,,,,,,,,
162,2022-04-14,13:00:00,female user,Mood,Instrumental Study,,,,,playlist,,,,,,,,,
163,2022-04-14,13:00:00,female user,Mood,Broken Heart,,,,,playlist,,,,,,,,,
164,2022-04-14,13:00:00,female user,Mood,Easy 80s,,,,,playlist,,,,,,,,,
165,2022-04-14,13:00:00,female user,Mood,Songs to Sing in the Shower,,,,,playlist,,,,,,,,,
166,2022-04-14,13:00:00,female user,Workout,Top Hits Workout,,,,,playlist,,,,,,,,,
167,2022-04-14,13:00:00,female user,Workout,Motivation Mix,,,,,playlist,,,,,,,,,
168,2022-04-14,13:00:00,female user,Workout,Fun Run,,,,,playlist,,,,,,,,,
169,2022-04-14,13:00:00,female user,Workout,Beast Mode,,,,,playlist,,,,,,,,,
170,2022-04-14,13:00:00,female user,Workout,Power Hour,,,,,playlist,,,,,,,,,
171,2022-04-14,13:00:00,female user,Workout,Workout,,,,,playlist,,,,,,,,,
172,2022-04-14,13:00:00,female user,Workout,Cardio,,,,,playlist,,,,,,,,,
173,2022-04-14,13:00:00,female user,Workout,Running x Remix,,,,,playlist,,,,,,,,,
174,2022-04-14,13:00:00,female user,Workout,Run this Town,,,,,playlist,,,,,,,,,
175,2022-04-14,13:00:00,female user,Workout,Yoga & Meditation,,,,,playlist,,,,,,,,,
176,2022-04-14,13:00:00,female user,More like Hot Hits NL,Feeling Good Feeling Great,,,,,playlist,,,,,,,,,
177,2022-04-14,13:00:00,female user,More like Hot Hits NL,Summer '22,,,,,playlist,,,,,,,,,
178,2022-04-14,13:00:00,female user,More like Hot Hits NL,Fresh Pop,,,,,playlist,,,,,,,,,
179,2022-04-14,13:00:00,female user,More like Hot Hits NL,Pop Rising,,,,,playlist,,,,,,,,,
180,2022-04-14,13:00:00,female user,More like Hot Hits NL,Pre-Party Mood,,,,,playlist,,,,,,,,,
181,2022-04-14,13:00:00,female user,More like Hot Hits NL,Today's Top Hits,,,,,playlist,,,,,,,,,
182,2022-04-14,13:00:00,female user,More like Hot Hits NL,Tune In!,,,,,playlist,,,,,,,,,
183,2022-04-14,13:00:00,female user,More like Hot Hits NL,just hits,,,,,playlist,,,,,,,,,
184,2022-04-14,13:00:00,female user,More like Hot Hits NL,Edisin Pop 2022,,,,,playlist,,,,,,,,,
185,2022-04-14,13:00:00,female user,More like Hot Hits NL,Je Moerstaal,,,,,playlist,,,,,,,,,
186,2022-04-14,13:00:00,female user,Sing-along,Singing in the Shower,,,,,playlist,,,,,,,,,
187,2022-04-14,13:00:00,female user,Sing-along,Guilty Pleasures,,,,,playlist,,,,,,,,,
188,2022-04-14,13:00:00,female user,Sing-along,Déja Vu,,,,,playlist,,,,,,,,,
189,2022-04-14,13:00:00,female user,Sing-along,The '80s All Lined Up,,,,,playlist,,,,,,,,,
190,2022-04-14,13:00:00,female user,Sing-along,Karaoke Duets,,,,,playlist,,,,,,,,,
191,2022-04-14,13:00:00,female user,Sing-along,Latin Pop Classics,,,,,playlist,,,,,,,,,
192,2022-04-14,13:00:00,female user,Sing-along,K-Club Party,,,,,playlist,,,,,,,,,
193,2022-04-14,13:00:00,female user,Sing-along,Sing-along: 90s to Now,,,,,playlist,,,,,,,,,
194,2022-04-14,13:00:00,female user,Sing-along,Party Deluxe,,,,,playlist,,,,,,,,,
195,2022-04-14,13:00:00,female user,Fresh new music,New Music Friday,,,,,playlist,,,,,,,,,
196,2022-04-14,13:00:00,female user,Fresh new music,Stay Tuned!,,,,,playlist,,,,,,,,,
197,2022-04-14,13:00:00,female user,Fresh new music,Je Moerstaal,,,,,playlist,,,,,,,,,
198,2022-04-14,13:00:00,female user,Fresh new music,Fresh Pop,,,,,playlist,,,,,,,,,
199,2022-04-14,13:00:00,female user,Fresh new music,Hot New Dance,,,,,playlist,,,,,,,,,
200,2022-04-14,13:00:00,female user,Fresh new music,Pop Rising,,,,,playlist,,,,,,,,,
201,2022-04-14,13:00:00,female user,Fresh new music,New Music Friday,,,,,playlist,,,,,,,,,
202,2022-04-14,13:00:00,female user,Fresh new music,Classical New Releases,,,,,playlist,,,,,,,,,
203,2022-04-14,13:00:00,female user,Fresh new music,Afro Hits,,,,,playlist,,,,,,,,,
204,2022-04-14,13:00:00,female user,Fresh new music,Karakter.,,,,,playlist,,,,,,,,,
205,2022-04-14,13:00:00,female user,Chill,Chill Hits,,,,,playlist,,,,,,,,,
206,2022-04-14,13:00:00,female user,Chill,Peaceful Piano,,,,,playlist,,,,,,,,,
207,2022-04-14,13:00:00,female user,Chill,Deep House Relax,,,,,playlist,,,,,,,,,
208,2022-04-14,13:00:00,female user,Chill,lofi beats,/playlist/37i9dQZF1DWWQRwui0ExPn,"Purrrr with beats to chill, relax, study, code, focus, and sleep... 🐱",https://i.scdn.co/image/ab67706f00000002be1c2e19e2888aba7bd111ac,,playlist,,,,,,,,,
209,2022-04-14,13:00:00,female user,Chill,Vibes,,,,,playlist,,,,,,,,,
210,2022-04-14,13:00:00,female user,Chill,Soft Pop Hits,,,,,playlist,,,,,,,,,
211,2022-04-14,13:00:00,female user,Chill,Easy 80s,,,,,playlist,,,,,,,,,
212,2022-04-14,13:00:00,female user,Chill,Chillout Lounge,,,,,playlist,,,,,,,,,
213,2022-04-14,13:00:00,female user,Chill,Chill Mode: On,,,,,playlist,,,,,,,,,
214,2022-04-14,13:00:00,female user,Today's biggest hits,Today's Top Hits,,,,,playlist,,,,,,,,,
215,2022-04-14,13:00:00,female user,Today's biggest hits,Beste van NL,,,,,playlist,,,,,,,,,
216,2022-04-14,13:00:00,female user,Today's biggest hits,Disney Hits,,,,,playlist,,,,,,,,,
217,2022-04-14,13:00:00,female user,Today's biggest hits,Mega Hit Mix,,,,,playlist,,,,,,,,,
218,2022-04-14,13:00:00,female user,Today's biggest hits,360 Dance,,,,,playlist,,,,,,,,,
219,2022-04-14,13:00:00,female user,Today's biggest hits,Techno Bunker,37i9dQZF1DX6J5NfMJS675,Welcome to the dark side of the club.,https://i.scdn.co/image/ab67706f00000002f423287bdf2209a86980a51c,,playlist,,,,,,,,,
220,2022-04-14,13:00:00,female user,Today's biggest hits,Woordenschat,,,,,playlist,,,,,,,,,
221,2022-04-14,13:00:00,female user,Today's biggest hits,Baila Reggaeton,,,,,playlist,,,,,,,,,
222,2022-04-14,13:00:00,female user,Instrumental,Instrumental Study,"href=""/playlist/37i9dQZF1DX9sIqqvKsjG8""",A soft musical backdrop for your studies.,https://i.scdn.co/image/ab67706f000000025ec8c003898b36c6f73dfac7,,playlist,,,,,,,,,
223,2022-04-14,13:00:00,female user,Instrumental,Techno Bunker,37i9dQZF1DX6J5NfMJS675,Welcome to the dark side of the club.,https://i.scdn.co/image/ab67706f00000002f423287bdf2209a86980a51c,,playlist,,,,,,,,,
224,2022-04-14,13:00:00,female user,Instrumental,Deep House Relax,,,,,playlist,,,,,,,,,
225,2022-04-14,13:00:00,female user,Instrumental,lofi beats,/playlist/37i9dQZF1DWWQRwui0ExPn,"Purrrr with beats to chill, relax, study, code, focus, and sleep... 🐱",https://i.scdn.co/image/ab67706f00000002be1c2e19e2888aba7bd111ac,,playlist,,,,,,,,,
226,2022-04-14,13:00:00,female user,Instrumental,Intense Studying,,,,,playlist,,,,,,,,,
227,2022-04-14,13:00:00,female user,Instrumental,Maximum Concentration,,,,,playlist,,,,,,,,,
228,2022-04-14,13:00:00,female user,Instrumental,Jazz Vibes,,,,,playlist,,,,,,,,,
229,2022-04-14,13:00:00,female user,Instrumental,Sleep,,,,,playlist,,,,,,,,,
230,2022-04-14,13:00:00,female user,Instrumental,Peaceful Meditation,,,,,playlist,,,,,,,,,
231,2022-04-14,13:00:00,female user,Recommended for you today,Honderd Keer,,,,,single,,,,,,,,,
232,2022-04-14,13:00:00,female user,Recommended for you today,Niks Mee Te Maken,,,,,single,,,,,,,,,
233,2022-04-14,13:00:00,female user,Recommended for you today,Amsterdam,,,,,single,,,,,,,,,
234,2022-04-14,13:00:00,female user,Recommended for you today,Je Blik Richting Mij,,,,,single,,,,,,,,,
235,2022-04-14,13:00:00,female user,Recommended for you today,Heilig Water,,,,,EP,,,,,,,,,
236,2022-04-14,13:00:00,female user,Recommended for you today,Trobi On The Beat,,,,,album,,,,,,,,,
237,2022-04-14,13:00:00,female user,Recommended for you today,Blub,,,,,single,,,,,,,,,
238,2022-04-14,13:00:00,female user,Recommended for you today,Meditatie,,,,,single,,,,,,,,,
239,2022-04-14,13:00:00,female user,Recommended for you today,Als Jij Maar Blij Mee Bent,,,,,single,,,,,,,,,
240,2022-04-14,13:00:00,female user,Recommended for you today,Vluchtstrook,,,,,single,,,,,,,,,
241,2022-04-14,16:00:00,female user,To get you started,Taylor Swift Mix,,,,,playlist,,,,,,,,,
242,2022-04-14,16:00:00,female user,To get you started,Bad Bunny Mix,,,,,playlist,,,,,,,,,
243,2022-04-14,16:00:00,female user,To get you started,BTS Mix,,,,,playlist,,,,,,,,,
244,2022-04-14,16:00:00,female user,Try something else,Hot Hits NL,,,,,playlist,,,,,,,,,
245,2022-04-14,16:00:00,female user,Try something else,NPO Radio2 Top 2000,,,,,playlist,,,,,,,,,
246,2022-04-14,16:00:00,female user,Try something else,Top 50 Netherlands,,,,,playlist,,,,,,,,,
247,2022-04-14,16:00:00,female user,Try something else,Songs to Sing in the Shower,,,,,playlist,,,,,,,,,
248,2022-04-14,16:00:00,female user,Try something else,Top Songs Netherlands,,,,,playlist,,,,,,,,,
249,2022-04-14,16:00:00,female user,Try something else,Today's Top Hits,,,,,playlist,,,,,,,,,
250,2022-04-14,16:00:00,female user,Try something else,Top 50 Global,,,,,playlist,,,,,,,,,
251,2022-04-14,16:00:00,female user,Try something else,Rock Classics,,,,,playlist,,,,,,,,,
252,2022-04-14,16:00:00,female user,Try something else,This is Adele,,,,,playlist,,,,,,,,,
253,2022-04-14,16:00:00,female user,More like Kris Kross Amsterdam,Kris Kross Amsterdam Mix,,,,,playlist,,,,,,,,,
254,2022-04-14,16:00:00,female user,More like Kris Kross Amsterdam,Jayh,,,,,artist,,,,,,,,,
255,2022-04-14,16:00:00,female user,More like Kris Kross Amsterdam,Tabitha,,,,,artist,,,,,,,,,
256,2022-04-14,16:00:00,female user,More like Kris Kross Amsterdam,De Hits uit 2018,,,,,playlist,,,,,,,,,
257,2022-04-14,16:00:00,female user,More like Kris Kross Amsterdam,De Hits uit 2019,,,,,playlist,,,,,,,,,
258,2022-04-14,16:00:00,female user,More like Kris Kross Amsterdam,Beste van Woordenschat,,,,,playlist,,,,,,,,,
259,2022-04-14,16:00:00,female user,More like Kris Kross Amsterdam,10's Beste NL-talig,,,,,playlist,,,,,,,,,
260,2022-04-14,16:00:00,female user,More like Kris Kross Amsterdam,Beste van NL,,,,,playlist,,,,,,,,,
