;day;time;hub name;playlist name;type;playlist count;hub count
0;14-04-2022;10:00:00;featured charts;top songs global;playlist;60;165
1;14-04-2022;10:00:00;featured charts;top songs nederland;playlist;32;165
2;14-04-2022;10:00:00;featured charts;top 50 global;playlist;58;165
3;14-04-2022;10:00:00;featured charts;top 50 netherlands;playlist;41;165
4;14-04-2022;10:00:00;featured charts;viral 50 global;playlist;33;165
5;14-04-2022;10:00:00;featured charts;viral 50 netherlands;playlist;33;165
6;14-04-2022;10:00:00;throwback;reggaeton classics;playlist;1;318
7;14-04-2022;10:00:00;throwback;i love my 90s hiphop;playlist;1;318
8;14-04-2022;10:00:00;throwback;rock classics;playlist;42;318
9;14-04-2022;10:00:00;throwback;all out 2000s;playlist;33;318
10;14-04-2022;10:00:00;throwback;salsa classics;playlist;1;318
11;14-04-2022;10:00:00;throwback;i love my 2000s rb;playlist;13;318
12;14-04-2022;10:00:00;throwback;throwback party;playlist;36;318
13;14-04-2022;10:00:00;throwback;10s latino;playlist;1;318
14;14-04-2022;10:00:00;throwback;leyendas urbanas;playlist;1;318
15;14-04-2022;10:00:00;throwback;jazz classics;playlist;1;318
16;14-04-2022;10:00:00;chill;chill hits;playlist;37;318
17;14-04-2022;10:00:00;chill;t koffiehuis;playlist;45;318
18;14-04-2022;10:00:00;chill;peaceful piano;playlist;65;318
19;14-04-2022;10:00:00;chill;lofi beats;playlist;72;318
20;14-04-2022;10:00:00;chill;easy 80s;playlist;45;318
21;14-04-2022;10:00:00;chill;vibes;playlist;48;318
22;14-04-2022;10:00:00;chill;deep house rules;playlist;1;318
23;14-04-2022;10:00:00;chill;peaceful meditation;playlist;27;318
24;14-04-2022;10:00:00;chill;jazz vibes;playlist;17;318
25;14-04-2022;10:00:00;chill;soft pop hits;playlist;34;318
26;14-04-2022;10:00:00;singalong;happy tunes;playlist;34;319
27;14-04-2022;10:00:00;singalong;singing in the shower;playlist;3;319
28;14-04-2022;10:00:00;singalong;guilty pleasures;playlist;33;319
29;14-04-2022;10:00:00;singalong;latin pop classics;playlist;5;319
30;14-04-2022;10:00:00;singalong;dj vu;playlist;33;319
31;14-04-2022;10:00:00;singalong;karaoke duets;playlist;33;319
32;14-04-2022;10:00:00;singalong;kclub party;playlist;32;319
33;14-04-2022;10:00:00;singalong;sing along kpop;playlist;14;319
34;14-04-2022;10:00:00;singalong;singalong 90s to now;playlist;33;319
35;14-04-2022;10:00:00;singalong;karaoke en espanol;playlist;1;319
36;14-04-2022;10:00:00;workout;power workout;playlist;30;322
37;14-04-2022;10:00:00;workout;top hits workout;playlist;32;322
38;14-04-2022;10:00:00;workout;beast mode;playlist;32;322
39;14-04-2022;10:00:00;workout;latin cardio;playlist;1;322
40;14-04-2022;10:00:00;workout;fun run;playlist;32;322
41;14-04-2022;10:00:00;workout;zumba beats;playlist;1;322
42;14-04-2022;10:00:00;workout;motivation mix;playlist;32;322
43;14-04-2022;10:00:00;workout;workout;playlist;32;322
44;14-04-2022;10:00:00;workout;workout hiphop;playlist;1;322
45;14-04-2022;10:00:00;workout;power hour;playlist;33;322
46;14-04-2022;10:00:00;todays biggest hits;fuego;playlist;1;291
47;14-04-2022;10:00:00;todays biggest hits;baila reggaeton;playlist;34;291
48;14-04-2022;10:00:00;todays biggest hits;viva latino;playlist;1;291
49;14-04-2022;10:00:00;todays biggest hits;latin flavor;playlist;1;291
50;14-04-2022;10:00:00;todays biggest hits;todays top hits;playlist;43;291
51;14-04-2022;10:00:00;todays biggest hits;summer 22;playlist;49;291
52;14-04-2022;10:00:00;todays biggest hits;rap caviar;playlist;2;291
53;14-04-2022;10:00:00;todays biggest hits;its lit;playlist;5;291
54;14-04-2022;10:00:00;todays biggest hits;techno bunker;playlist;41;291
55;14-04-2022;10:00:00;recommended for today;red taylors version;album;1;10
56;14-04-2022;10:00:00;recommended for today;when youre gone;single;28;10
57;14-04-2022;10:00:00;recommended for today;sour;album;1;10
58;14-04-2022;10:00:00;recommended for today;positons;album;1;10
59;14-04-2022;10:00:00;recommended for today;justice;album;1;10
60;14-04-2022;10:00:00;recommended for today;after hours deluxe;album;1;10
61;14-04-2022;10:00:00;recommended for today;happier than ever edit;single;9;10
62;14-04-2022;10:00:00;recommended for today;as it was;single;9;10
63;14-04-2022;10:00:00;recommended for today;smile;album;1;10
64;14-04-2022;10:00:00;recommended for today;bam bam feat ed sheeran;single;1;10
65;14-04-2022;10:00:00;mood;vibes;playlist;48;210
66;14-04-2022;10:00:00;mood;techno bunker;playlist;41;210
67;14-04-2022;10:00:00;mood;all the feels;playlist;1;210
68;14-04-2022;10:00:00;mood;lofi beats;playlist;72;210
69;14-04-2022;10:00:00;mood;intense studying;playlist;25;210
70;14-04-2022;10:00:00;mood;life sucks;playlist;42;210
71;14-04-2022;10:00:00;fresh new music;new music friday;playlist;35;317
72;14-04-2022;10:00:00;fresh new music;future hits latin;playlist;1;317
73;14-04-2022;10:00:00;fresh new music;most necessary;playlist;29;317
74;14-04-2022;10:00:00;fresh new music;new music friday latin;playlist;1;317
75;14-04-2022;10:00:00;fresh new music;afro hits;playlist;32;317
76;14-04-2022;10:00:00;fresh new music;mellow bars;playlist;6;317
77;14-04-2022;10:00:00;fresh new music;salsa nation;playlist;1;317
78;14-04-2022;10:00:00;fresh new music;new music friday;playlist;35;317
79;14-04-2022;10:00:00;fresh new music;fresh flows;playlist;7;317
80;14-04-2022;10:00:00;fresh new music;je moerstaal;playlist;33;317
81;14-04-2022;10:00:00;instrumental;peaceful piano;playlist;65;238
82;14-04-2022;10:00:00;instrumental;lofi beats;playlist;72;238
83;14-04-2022;10:00:00;instrumental;sleep;playlist;26;238
84;14-04-2022;10:00:00;instrumental;instrumental study;playlist;54;238
85;14-04-2022;10:00:00;instrumental;deep house relax;playlist;21;238
86;14-04-2022;10:00:00;instrumental;peaceful meditation;playlist;27;238
87;14-04-2022;10:00:00;instrumental;jazz vibes;playlist;17;238
88;14-04-2022;10:00:00;instrumental;relaxing massage;playlist;1;238
89;14-04-2022;13:00:00;to get you started;taylor swift mix;playlist;9;138
90;14-04-2022;13:00:00;to get you started;bad bunny mix;playlist;14;138
91;14-04-2022;13:00:00;to get you started;bts mix;playlist;9;138
92;14-04-2022;13:00:00;try something else;hot hits nl;playlist;25;279
93;14-04-2022;13:00:00;try something else;npo radio2 top 2000;playlist;2;279
94;14-04-2022;13:00:00;try something else;top 50 netherlands;playlist;41;279
95;14-04-2022;13:00:00;try something else;songs to sing in the shower;playlist;86;279
96;14-04-2022;13:00:00;try something else;top songs netherlands;playlist;32;279
97;14-04-2022;13:00:00;try something else;todays top hits;playlist;43;279
98;14-04-2022;13:00:00;try something else;top 50 global;playlist;58;279
99;14-04-2022;13:00:00;try something else;rock classics;playlist;42;279
100;14-04-2022;13:00:00;try something else;this is adele;playlist;17;279
101;14-04-2022;13:00:00;more like kris kross amsterdam;kris kross amsterdam mix;playlist;4;40
102;14-04-2022;13:00:00;more like kris kross amsterdam;jayh;artist;4;40
103;14-04-2022;13:00:00;more like kris kross amsterdam;tabitha;artist;4;40
104;14-04-2022;13:00:00;more like kris kross amsterdam;de hits uit 2018;playlist;4;40
105;14-04-2022;13:00:00;more like kris kross amsterdam;de hits uit 2019;playlist;4;40
106;14-04-2022;13:00:00;more like kris kross amsterdam;beste van woordenschat;playlist;4;40
107;14-04-2022;13:00:00;more like kris kross amsterdam;10s beste nltalig;playlist;4;40
108;14-04-2022;13:00:00;more like kris kross amsterdam;beste van nl;playlist;36;40
109;14-04-2022;13:00:00;more like kris kross amsterdam;de beste liedjes uit holland zingt;album;4;40
110;14-04-2022;13:00:00;more like kris kross amsterdam;we moeten door 2;album;4;40
111;14-04-2022;13:00:00;more like antoon;antoon mix;playlist;6;40
112;14-04-2022;13:00:00;more like antoon;laa;artist;4;40
113;14-04-2022;13:00:00;more like antoon;qlas  blacka;artist;4;40
114;14-04-2022;13:00:00;more like antoon;donnie;artist;4;40
115;14-04-2022;13:00:00;more like antoon;platinum hits;playlist;4;40
116;14-04-2022;13:00:00;more like antoon;preparty mood;playlist;8;40
117;14-04-2022;13:00:00;more like antoon;pull up hits;playlist;8;40
118;14-04-2022;13:00:00;more like antoon;party tunes;playlist;4;40
119;14-04-2022;13:00:00;more like antoon;bon gepakt;single;4;40
120;14-04-2022;13:00:00;more like antoon;spanning;single;4;40
121;14-04-2022;13:00:00;suggested artists;antoon mix;playlist;6;313
122;14-04-2022;13:00:00;suggested artists;christian d;artist;4;313
123;14-04-2022;13:00:00;suggested artists;tijn;artist;4;313
124;14-04-2022;13:00:00;suggested artists;flemming;artist;4;313
125;14-04-2022;13:00:00;suggested artists;turfy gang;artist;4;313
126;14-04-2022;13:00:00;suggested artists;maxlorenzo;artist;4;313
127;14-04-2022;13:00:00;suggested artists;sophia mason;artist;4;313
128;14-04-2022;13:00:00;suggested artists;jefferson;artist;4;313
129;14-04-2022;13:00:00;suggested artists;alessio;artist;4;313
130;14-04-2022;13:00:00;suggested artists;roxy dekker;artist;4;313
131;14-04-2022;13:00:00;more like harry styles;james arthur;artist;3;171
132;14-04-2022;13:00:00;more like harry styles;lauv;artist;8;171
133;14-04-2022;13:00:00;more like harry styles;annemarie;artist;8;171
134;14-04-2022;13:00:00;more like harry styles;little mix;artist;13;171
135;14-04-2022;13:00:00;more like harry styles;julia michaels;artist;17;171
136;14-04-2022;13:00:00;more like harry styles;hit rewind;playlist;58;171
137;14-04-2022;13:00:00;more like harry styles;comfort zone;playlist;6;171
138;14-04-2022;13:00:00;more like harry styles;no promises;single;1;171
139;14-04-2022;13:00:00;more like harry styles;confident;album;3;171
140;14-04-2022;13:00:00;more like harry styles;handwritten;album;1;171
141;14-04-2022;13:00:00;throwback;all out 2000s;playlist;33;318
142;14-04-2022;13:00:00;throwback;all out 90s;playlist;32;318
143;14-04-2022;13:00:00;throwback;rock classics;playlist;42;318
144;14-04-2022;13:00:00;throwback;hit rewind;playlist;58;318
145;14-04-2022;13:00:00;throwback;all out 80s;playlist;31;318
146;14-04-2022;13:00:00;throwback;easy 80s;playlist;45;318
147;14-04-2022;13:00:00;throwback;throwback party;playlist;36;318
148;14-04-2022;13:00:00;throwback;zomerhits 20102020;playlist;20;318
149;14-04-2022;13:00:00;throwback;all out 70s;playlist;4;318
150;14-04-2022;13:00:00;throwback;all out 2010s;playlist;36;318
151;14-04-2022;13:00:00;featured charts;top songs global;playlist;60;165
152;14-04-2022;13:00:00;featured charts;top songs nederland;playlist;32;165
153;14-04-2022;13:00:00;featured charts;top 50 global;playlist;58;165
154;14-04-2022;13:00:00;featured charts;top 50 netherlands;playlist;41;165
155;14-04-2022;13:00:00;featured charts;viral 50 global;playlist;33;165
156;14-04-2022;13:00:00;featured charts;viral 50 netherlands;playlist;33;165
157;14-04-2022;13:00:00;mood;t koffiehuis;playlist;45;210
158;14-04-2022;13:00:00;mood;happy tunes;playlist;34;210
159;14-04-2022;13:00:00;mood;peaceful piano;playlist;65;210
160;14-04-2022;13:00:00;mood;life sucks;playlist;42;210
161;14-04-2022;13:00:00;mood;chill hits;playlist;37;210
162;14-04-2022;13:00:00;mood;instrumental study;playlist;54;210
163;14-04-2022;13:00:00;mood;broken heart;playlist;31;210
164;14-04-2022;13:00:00;mood;easy 80s;playlist;45;210
165;14-04-2022;13:00:00;mood;songs to sing in the shower;playlist;86;210
166;14-04-2022;13:00:00;workout;top hits workout;playlist;32;322
167;14-04-2022;13:00:00;workout;motivation mix;playlist;32;322
168;14-04-2022;13:00:00;workout;fun run;playlist;32;322
169;14-04-2022;13:00:00;workout;beast mode;playlist;32;322
170;14-04-2022;13:00:00;workout;power hour;playlist;33;322
171;14-04-2022;13:00:00;workout;workout;playlist;32;322
172;14-04-2022;13:00:00;workout;cardio;playlist;38;322
173;14-04-2022;13:00:00;workout;running x remix;playlist;5;322
174;14-04-2022;13:00:00;workout;run this town;playlist;32;322
175;14-04-2022;13:00:00;workout;yoga  meditation;playlist;2;322
176;14-04-2022;13:00:00;more like hot hits nl;feeling good feeling great;playlist;4;38
177;14-04-2022;13:00:00;more like hot hits nl;summer 22;playlist;49;38
178;14-04-2022;13:00:00;more like hot hits nl;fresh pop;playlist;59;38
179;14-04-2022;13:00:00;more like hot hits nl;pop rising;playlist;21;38
180;14-04-2022;13:00:00;more like hot hits nl;preparty mood;playlist;8;38
181;14-04-2022;13:00:00;more like hot hits nl;todays top hits;playlist;43;38
182;14-04-2022;13:00:00;more like hot hits nl;tune in;playlist;4;38
183;14-04-2022;13:00:00;more like hot hits nl;just hits;playlist;31;38
184;14-04-2022;13:00:00;more like hot hits nl;edisin pop 2022;playlist;2;38
185;14-04-2022;13:00:00;more like hot hits nl;je moerstaal;playlist;33;38
186;14-04-2022;13:00:00;singalong;singing in the shower;playlist;3;319
187;14-04-2022;13:00:00;singalong;guilty pleasures;playlist;33;319
188;14-04-2022;13:00:00;singalong;dj vu;playlist;33;319
189;14-04-2022;13:00:00;singalong;the 80s all lined up;playlist;31;319
190;14-04-2022;13:00:00;singalong;karaoke duets;playlist;33;319
191;14-04-2022;13:00:00;singalong;latin pop classics;playlist;5;319
192;14-04-2022;13:00:00;singalong;kclub party;playlist;32;319
193;14-04-2022;13:00:00;singalong;singalong 90s to now;playlist;33;319
194;14-04-2022;13:00:00;singalong;party deluxe;playlist;5;319
195;14-04-2022;13:00:00;fresh new music;new music friday;playlist;35;317
196;14-04-2022;13:00:00;fresh new music;stay tuned;playlist;44;317
197;14-04-2022;13:00:00;fresh new music;je moerstaal;playlist;33;317
198;14-04-2022;13:00:00;fresh new music;fresh pop;playlist;59;317
199;14-04-2022;13:00:00;fresh new music;hot new dance;playlist;30;317
200;14-04-2022;13:00:00;fresh new music;pop rising;playlist;21;317
201;14-04-2022;13:00:00;fresh new music;new music friday;playlist;35;317
202;14-04-2022;13:00:00;fresh new music;classical new releases;playlist;31;317
203;14-04-2022;13:00:00;fresh new music;afro hits;playlist;32;317
204;14-04-2022;13:00:00;fresh new music;karakter;playlist;18;317
205;14-04-2022;13:00:00;chill;chill hits;playlist;37;318
206;14-04-2022;13:00:00;chill;peaceful piano;playlist;65;318
207;14-04-2022;13:00:00;chill;deep house relax;playlist;21;318
208;14-04-2022;13:00:00;chill;lofi beats;playlist;72;318
209;14-04-2022;13:00:00;chill;vibes;playlist;48;318
210;14-04-2022;13:00:00;chill;soft pop hits;playlist;34;318
211;14-04-2022;13:00:00;chill;easy 80s;playlist;45;318
212;14-04-2022;13:00:00;chill;chillout lounge;playlist;5;318
213;14-04-2022;13:00:00;chill;chill mode on;playlist;5;318
214;14-04-2022;13:00:00;todays biggest hits;todays top hits;playlist;43;291
215;14-04-2022;13:00:00;todays biggest hits;beste van nl;playlist;36;291
216;14-04-2022;13:00:00;todays biggest hits;disney hits;playlist;32;291
217;14-04-2022;13:00:00;todays biggest hits;mega hit mix;playlist;34;291
218;14-04-2022;13:00:00;todays biggest hits;360 dance;playlist;9;291
219;14-04-2022;13:00:00;todays biggest hits;techno bunker;playlist;41;291
220;14-04-2022;13:00:00;todays biggest hits;woordenschat;playlist;25;291
221;14-04-2022;13:00:00;todays biggest hits;baila reggaeton;playlist;34;291
222;14-04-2022;13:00:00;instrumental;instrumental study;playlist;54;238
223;14-04-2022;13:00:00;instrumental;techno bunker;playlist;41;238
224;14-04-2022;13:00:00;instrumental;deep house relax;playlist;21;238
225;14-04-2022;13:00:00;instrumental;lofi beats;playlist;72;238
226;14-04-2022;13:00:00;instrumental;intense studying;playlist;25;238
227;14-04-2022;13:00:00;instrumental;maximum concentration;playlist;25;238
228;14-04-2022;13:00:00;instrumental;jazz vibes;playlist;17;238
229;14-04-2022;13:00:00;instrumental;sleep;playlist;26;238
230;14-04-2022;13:00:00;instrumental;peaceful meditation;playlist;27;238
231;14-04-2022;13:00:00;recommended for you today;honderd keer;single;4;309
232;14-04-2022;13:00:00;recommended for you today;niks mee te maken;single;4;309
233;14-04-2022;13:00:00;recommended for you today;amsterdam;single;4;309
234;14-04-2022;13:00:00;recommended for you today;je blik richting mij;single;4;309
235;14-04-2022;13:00:00;recommended for you today;heilig water;EP;4;309
236;14-04-2022;13:00:00;recommended for you today;trobi on the beat;album;4;309
237;14-04-2022;13:00:00;recommended for you today;blub;single;4;309
238;14-04-2022;13:00:00;recommended for you today;meditatie;single;4;309
239;14-04-2022;13:00:00;recommended for you today;als jij maar blij mee bent;single;4;309
240;14-04-2022;13:00:00;recommended for you today;vluchtstrook;single;4;309
241;14-04-2022;16:00:00;to get you started;taylor swift mix;playlist;9;138
242;14-04-2022;16:00:00;to get you started;bad bunny mix;playlist;14;138
243;14-04-2022;16:00:00;to get you started;bts mix;playlist;9;138
244;14-04-2022;16:00:00;try something else;hot hits nl;playlist;25;279
245;14-04-2022;16:00:00;try something else;npo radio2 top 2000;playlist;2;279
246;14-04-2022;16:00:00;try something else;top 50 netherlands;playlist;41;279
247;14-04-2022;16:00:00;try something else;songs to sing in the shower;playlist;86;279
248;14-04-2022;16:00:00;try something else;top songs netherlands;playlist;32;279
249;14-04-2022;16:00:00;try something else;todays top hits;playlist;43;279
250;14-04-2022;16:00:00;try something else;top 50 global;playlist;58;279
251;14-04-2022;16:00:00;try something else;rock classics;playlist;42;279
252;14-04-2022;16:00:00;try something else;this is adele;playlist;17;279
253;14-04-2022;16:00:00;more like kris kross amsterdam;kris kross amsterdam mix;playlist;4;40
254;14-04-2022;16:00:00;more like kris kross amsterdam;jayh;artist;4;40
255;14-04-2022;16:00:00;more like kris kross amsterdam;tabitha;artist;4;40
256;14-04-2022;16:00:00;more like kris kross amsterdam;de hits uit 2018;playlist;4;40
257;14-04-2022;16:00:00;more like kris kross amsterdam;de hits uit 2019;playlist;4;40
258;14-04-2022;16:00:00;more like kris kross amsterdam;beste van woordenschat;playlist;4;40
259;14-04-2022;16:00:00;more like kris kross amsterdam;10s beste nltalig;playlist;4;40
260;14-04-2022;16:00:00;more like kris kross amsterdam;beste van nl;playlist;36;40
261;14-04-2022;16:00:00;more like kris kross amsterdam;de beste liedjes uit holland zingt;album;4;40
262;14-04-2022;16:00:00;more like kris kross amsterdam;we moeten door 2;album;4;40
263;14-04-2022;16:00:00;more like antoon;antoon mix;playlist;6;40
264;14-04-2022;16:00:00;more like antoon;laa;artist;4;40
265;14-04-2022;16:00:00;more like antoon;qlas  blacka;artist;4;40
266;14-04-2022;16:00:00;more like antoon;donnie;artist;4;40
267;14-04-2022;16:00:00;more like antoon;platinum hits;playlist;4;40
268;14-04-2022;16:00:00;more like antoon;preparty mood;playlist;8;40
269;14-04-2022;16:00:00;more like antoon;pull up hits;playlist;8;40
270;14-04-2022;16:00:00;more like antoon;party tunes;playlist;4;40
271;14-04-2022;16:00:00;more like antoon;bon gepakt;single;4;40
272;14-04-2022;16:00:00;more like antoon;spanning;single;4;40
273;14-04-2022;16:00:00;throwback;rock classics;playlist;42;318
274;14-04-2022;16:00:00;throwback;all out 80s;playlist;31;318
275;14-04-2022;16:00:00;throwback;all out 2000s;playlist;33;318
276;14-04-2022;16:00:00;throwback;all out 90s;playlist;32;318
277;14-04-2022;16:00:00;throwback;easy 80s;playlist;45;318
278;14-04-2022;16:00:00;throwback;all out 70s;playlist;4;318
279;14-04-2022;16:00:00;throwback;legendary;playlist;1;318
280;14-04-2022;16:00:00;throwback;hit rewind;playlist;58;318
281;14-04-2022;16:00:00;throwback;throwback party;playlist;36;318
282;14-04-2022;16:00:00;throwback;zomerhits 20102020;playlist;20;318
283;14-04-2022;16:00:00;featured charts;top songs global;playlist;60;165
284;14-04-2022;16:00:00;featured charts;top songs nederland;playlist;32;165
285;14-04-2022;16:00:00;featured charts;top 50 global;playlist;58;165
286;14-04-2022;16:00:00;featured charts;top 50 netherlands;playlist;41;165
287;14-04-2022;16:00:00;featured charts;viral 50 global;playlist;33;165
288;14-04-2022;16:00:00;featured charts;viral 50 netherlands;playlist;33;165
289;14-04-2022;16:00:00;mood;t koffiehuis;playlist;45;210
290;14-04-2022;16:00:00;mood;happy tunes;playlist;34;210
291;14-04-2022;16:00:00;mood;peaceful piano;playlist;65;210
292;14-04-2022;16:00:00;mood;life sucks;playlist;42;210
293;14-04-2022;16:00:00;mood;chill hits;playlist;37;210
294;14-04-2022;16:00:00;mood;songs to sing in the shower;playlist;86;210
295;14-04-2022;16:00:00;mood;instrumental study;playlist;54;210
296;14-04-2022;16:00:00;mood;broken heart;playlist;31;210
297;14-04-2022;16:00:00;mood;easy 80s;playlist;45;210
298;14-04-2022;16:00:00;workout;top hits workout;playlist;32;322
299;14-04-2022;16:00:00;workout;motivation mix;playlist;32;322
300;14-04-2022;16:00:00;workout;fun run;playlist;32;322
301;14-04-2022;16:00:00;workout;beast mode;playlist;32;322
302;14-04-2022;16:00:00;workout;power hour;playlist;33;322
303;14-04-2022;16:00:00;workout;workout;playlist;32;322
304;14-04-2022;16:00:00;workout;cardio;playlist;38;322
305;14-04-2022;16:00:00;workout;run this town;playlist;32;322
306;14-04-2022;16:00:00;workout;running x remix;playlist;5;322
307;14-04-2022;16:00:00;workout;yoga  meditation;playlist;2;322
308;14-04-2022;16:00:00;more like hot hits nl;feeling good feeling great;playlist;4;38
309;14-04-2022;16:00:00;more like hot hits nl;summer 22;playlist;49;38
310;14-04-2022;16:00:00;more like hot hits nl;fresh pop;playlist;59;38
311;14-04-2022;16:00:00;more like hot hits nl;pop rising;playlist;21;38
312;14-04-2022;16:00:00;more like hot hits nl;preparty mood;playlist;8;38
313;14-04-2022;16:00:00;more like hot hits nl;todays top hits;playlist;43;38
314;14-04-2022;16:00:00;more like hot hits nl;tune in;playlist;4;38
315;14-04-2022;16:00:00;more like hot hits nl;just hits;playlist;31;38
316;14-04-2022;16:00:00;more like hot hits nl;edisin pop 2022;playlist;2;38
317;14-04-2022;16:00:00;more like hot hits nl;je moerstaal;playlist;33;38
318;14-04-2022;16:00:00;singalong;singing in the shower;playlist;3;319
319;14-04-2022;16:00:00;singalong;guilty pleasures;playlist;33;319
320;14-04-2022;16:00:00;singalong;dj vu;playlist;33;319
321;14-04-2022;16:00:00;singalong;the 80s all lined up;playlist;31;319
322;14-04-2022;16:00:00;singalong;singalong 90s to now;playlist;33;319
323;14-04-2022;16:00:00;singalong;latin pop classics;playlist;5;319
324;14-04-2022;16:00:00;singalong;karaoke duets;playlist;33;319
325;14-04-2022;16:00:00;singalong;singalong indie hits;playlist;1;319
326;14-04-2022;16:00:00;singalong;party deluxe;playlist;5;319
327;14-04-2022;16:00:00;fresh new music;new music friday;playlist;35;317
328;14-04-2022;16:00:00;fresh new music;stay tuned;playlist;44;317
329;14-04-2022;16:00:00;fresh new music;hot new dance;playlist;30;317
330;14-04-2022;16:00:00;fresh new music;je moerstaal;playlist;33;317
331;14-04-2022;16:00:00;fresh new music;fresh pop;playlist;59;317
332;14-04-2022;16:00:00;fresh new music;classical new releases;playlist;31;317
333;14-04-2022;16:00:00;fresh new music;pop rising;playlist;21;317
334;14-04-2022;16:00:00;fresh new music;karakter;playlist;18;317
335;14-04-2022;16:00:00;fresh new music;new music friday;playlist;35;317
336;14-04-2022;16:00:00;fresh new music;state of jazz;playlist;1;317
337;14-04-2022;16:00:00;chill;chill hits;playlist;37;318
338;14-04-2022;16:00:00;chill;peaceful piano;playlist;65;318
339;14-04-2022;16:00:00;chill;deep house relax;playlist;21;318
340;14-04-2022;16:00:00;chill;lofi beats;playlist;72;318
341;14-04-2022;16:00:00;chill;vibes;playlist;48;318
342;14-04-2022;16:00:00;chill;soft pop hits;playlist;34;318
343;14-04-2022;16:00:00;chill;easy 80s;playlist;45;318
344;14-04-2022;16:00:00;chill;chillout lounge;playlist;5;318
345;14-04-2022;16:00:00;chill;chill mode on;playlist;5;318
346;14-04-2022;16:00:00;todays biggest hits;todays top hits;playlist;43;291
347;14-04-2022;16:00:00;todays biggest hits;beste van nl;playlist;36;291
348;14-04-2022;16:00:00;todays biggest hits;disney hits;playlist;32;291
349;14-04-2022;16:00:00;todays biggest hits;mega hit mix;playlist;34;291
350;14-04-2022;16:00:00;todays biggest hits;techno bunker;playlist;41;291
351;14-04-2022;16:00:00;todays biggest hits;360 dance;playlist;9;291
352;14-04-2022;16:00:00;todays biggest hits;woordenschat;playlist;25;291
353;14-04-2022;16:00:00;todays biggest hits;rap caviar;playlist;2;291
354;14-04-2022;16:00:00;instrumental;instrumental study;playlist;54;238
355;14-04-2022;16:00:00;instrumental;techno bunker;playlist;41;238
356;14-04-2022;16:00:00;instrumental;deep house relax;playlist;21;238
357;14-04-2022;16:00:00;instrumental;lofi beats;playlist;72;238
358;14-04-2022;16:00:00;instrumental;intense studying;playlist;25;238
359;14-04-2022;16:00:00;instrumental;maximum concentration;playlist;25;238
360;14-04-2022;16:00:00;instrumental;jazz vibes;playlist;17;238
361;14-04-2022;16:00:00;instrumental;sleep;playlist;26;238
362;14-04-2022;16:00:00;instrumental;peaceful meditation;playlist;27;238
363;14-04-2022;22:00:00;try something else;hot hits nl;playlist;25;279
364;14-04-2022;22:00:00;try something else;top 2000;playlist;29;279
365;14-04-2022;22:00:00;try something else;top 50 netherlands;playlist;41;279
366;14-04-2022;22:00:00;try something else;songs to sing in the shower;playlist;86;279
367;14-04-2022;22:00:00;try something else;top songs netherlands;playlist;32;279
368;14-04-2022;22:00:00;try something else;todays top hits;playlist;43;279
369;14-04-2022;22:00:00;try something else;top 50 global;playlist;58;279
370;14-04-2022;22:00:00;try something else;rock classics;playlist;42;279
371;14-04-2022;22:00:00;try something else;this is adele;playlist;17;279
372;14-04-2022;22:00:00;more like antoon;antoon mix;playlist;6;40
373;14-04-2022;22:00:00;more like antoon;platinum hits;playlist;4;40
374;14-04-2022;22:00:00;more like antoon;laa;artist;4;40
375;14-04-2022;22:00:00;more like antoon;qlas  blacka;artist;4;40
376;14-04-2022;22:00:00;more like antoon;donnie;artist;4;40
377;14-04-2022;22:00:00;more like antoon;preparty mood;playlist;8;40
378;14-04-2022;22:00:00;more like antoon;party tunes;playlist;4;40
379;14-04-2022;22:00:00;more like antoon;pull up hits;playlist;8;40
380;14-04-2022;22:00:00;more like antoon;bon gepakt;single;4;40
381;14-04-2022;22:00:00;more like antoon;spanning;single;4;40
382;14-04-2022;22:00:00;more like kris kross amsterdam;kris kross amsterdam mix;playlist;4;40
383;14-04-2022;22:00:00;more like kris kross amsterdam;de hits uit 2018;playlist;4;40
384;14-04-2022;22:00:00;more like kris kross amsterdam;de hits uit 2019;playlist;4;40
385;14-04-2022;22:00:00;more like kris kross amsterdam;jayh;artist;4;40
386;14-04-2022;22:00:00;more like kris kross amsterdam;tabitha;artist;4;40
387;14-04-2022;22:00:00;more like kris kross amsterdam;beste van woordenschat;playlist;4;40
388;14-04-2022;22:00:00;more like kris kross amsterdam;10s beste nltalig;playlist;4;40
389;14-04-2022;22:00:00;more like kris kross amsterdam;beste van nl;playlist;36;40
390;14-04-2022;22:00:00;more like kris kross amsterdam;de beste liedjes uit holland zingt;album;4;40
391;14-04-2022;22:00:00;more like kris kross amsterdam;we moeten door 2;album;4;40
392;14-04-2022;22:00:00;featured charts;top songs global;playlist;60;165
393;14-04-2022;22:00:00;featured charts;top songs nederland;playlist;32;165
394;14-04-2022;22:00:00;featured charts;top 50 global;playlist;58;165
395;14-04-2022;22:00:00;featured charts;top 50 netherlands;playlist;41;165
396;14-04-2022;22:00:00;featured charts;viral 50 global;playlist;33;165
397;14-04-2022;22:00:00;featured charts;viral 50 netherlands;playlist;33;165
398;14-04-2022;22:00:00;more like todays top hits;fresh pop;playlist;59;136
399;14-04-2022;22:00:00;more like todays top hits;just hits;playlist;31;136
400;14-04-2022;22:00:00;more like todays top hits;summer 22;playlist;49;136
401;14-04-2022;22:00:00;more like todays top hits;pop rising;playlist;21;136
