playlist,name,artists,duration,link
Daily Mix 3,Somebody To Love - Remastered 2011,Queen,04:56,https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI
Daily Mix 3,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,03:48,https://open.spotify.com/track/7rPzEczIS574IgPaiPieS3
Daily Mix 3,Stop Loving You,TOTO,04:29,https://open.spotify.com/track/73bzcsDjx9FqzqKWcPLMiH
Daily Mix 3,Lady Writer,Dire Straits,03:44,https://open.spotify.com/track/2RBcYkonAofm0rYycVrCGt
Daily Mix 3,Human Touch,Bruce Springsteen,06:28,https://open.spotify.com/track/1o53HbxmOy5TzThJdBaDZb
Daily Mix 3,Life in the Fast Lane - 2013 Remaster,Eagles,04:46,https://open.spotify.com/track/6gXrEUzibufX9xYPk3HD5p
Daily Mix 3,Tiny Dancer,Elton John,06:17,https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO
Daily Mix 3,Radio Ga Ga - Remastered 2011,Queen,05:48,https://open.spotify.com/track/1nQRg9q9uwALGzouOX5OyQ
Daily Mix 3,Breathe (In The Air) - 2011 Remastered Version,Pink Floyd,02:49,https://open.spotify.com/track/3zJRvtQkHQRTNEXSY8jQPR
Daily Mix 3,I'll Be Over You,TOTO,03:49,https://open.spotify.com/track/1WeoeHh0TSzsApyJ6Q8OOK
Daily Mix 3,So Far Away - Full Version,Dire Straits,05:12,https://open.spotify.com/track/33EAXRL27QIjSVA5x6zEMq
Daily Mix 3,Secret Garden,Bruce Springsteen,04:26,https://open.spotify.com/track/68uuz61IqrSJjO6ffO3yHc
