playlist,name,artists,duration,link
Daily Mix 2,You - Live,Miley Cyrus,03:01,https://open.spotify.com/track/66MhEsUuahsQOxNR4RJv9Z
Daily Mix 2,10 Things I Hate About You,Leah Kate,02:37,https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH
Daily Mix 2,Last Call,Jamie Miller,02:31,https://open.spotify.com/track/5QOKsL8sdbosNPxDFJNPQz
Daily Mix 2,she's all i wanna be,Tate McRae,03:26,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
Daily Mix 2,When You're Gone,Shawn Mendes,02:52,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
Daily Mix 2,Light Switch,Charlie Puth,03:05,https://open.spotify.com/track/1BSMpVGWs3v5BZKnAQziAc
Daily Mix 2,COMPLETE MESS,5 Seconds of Summer,03:26,https://open.spotify.com/track/1Y8COP6Oqef3UxIONvzx6I
Daily Mix 2,Birthday Cake,Dylan Conrique,03:25,https://open.spotify.com/track/7dDrR6vMK1JAwZZ5MIWgme
Daily Mix 2,Boyfriend,Dove Cameron,02:33,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
Daily Mix 2,ur just horny,GAYLE,02:58,https://open.spotify.com/track/02gGfhPHk5NuN0mgbKpU4Y
Daily Mix 2,chaotic,Tate McRae,02:58,https://open.spotify.com/track/2bdqU7C4softKNcMYDFi96
Daily Mix 2,Fingers Crossed,Lauren Spencer-Smith,02:55,https://open.spotify.com/track/3yMC1KsTwh0ceXdIe4QQAQ
Daily Mix 2,That's Hilarious,Charlie Puth,02:26,https://open.spotify.com/track/1jIMjbzcGCcCQn5iMu9CUc
Daily Mix 2,Let Me Down Easy (Lie),Why Don't We,02:31,https://open.spotify.com/track/4w9qnwPPJRWPOw6DHhNtIc
Daily Mix 2,Don’t Wake Me Up,Jonas Blue;Why Don't We,03:08,https://open.spotify.com/track/3LEgGAl9zLcQWGTp7ptqtQ
Daily Mix 2,"RIP, Love",Faouzia,02:53,https://open.spotify.com/track/3sYZo4HrHX8tkul5FhUpVo
Daily Mix 2,abcdefu,GAYLE,02:48,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
Daily Mix 2,MIDDLE OF THE NIGHT,Elley Duhé,03:04,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
