playlist,name,artists,duration,link
Daily Mix 1,Better Days (NEIKED x Mae Muller x Polo G),NEIKED;Mae Muller;Polo G,02:40,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
Daily Mix 1,The Motto,Tiësto;Ava Max,02:44,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
Daily Mix 1,Numb Little Bug,Em Beihold,02:49,https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2
Daily Mix 1,Hallucination,Regard;Years & Years,02:54,https://open.spotify.com/track/7y3c1oJMY1CwwtOZ84Qovu
Daily Mix 1,Shivers,Ed Sheeran,03:27,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
Daily Mix 1,Remind Me,Tom Grennan,03:31,https://open.spotify.com/track/6VIYEyjNW71NnIGEduf8D8
Daily Mix 1,redruM,Sorana;David Guetta,02:52,https://open.spotify.com/track/0pnG6sIThf9kp9ebTqn44L
Daily Mix 1,Flowers,Lauren Spencer-Smith,02:37,https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc
Daily Mix 1,Good Luck,Mabel;Jax Jones;Galantis,03:55,https://open.spotify.com/track/7CTdh15dTO5HqoeqRPHFha
Daily Mix 1,Eyes Don’t Lie,Tones And I,03:56,https://open.spotify.com/track/2RSqIGxbnTQQjZIS5Iyakn
Daily Mix 1,Where Are You Now,Lost Frequencies;Calum Scott,02:28,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
Daily Mix 1,Bones,Imagine Dragons,02:45,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
Daily Mix 1,Where Did You Go? (feat. MNEK),Jax Jones;MNEK,02:57,https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8
Daily Mix 1,Losing You,James Arthur,03:46,https://open.spotify.com/track/29Go4wUZUai6cYzwLbbMDM
Daily Mix 1,Easy On Me,Adele,03:44,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX
Daily Mix 1,Bad Habits,Ed Sheeran,03:50,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
Daily Mix 1,Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia;Connie Constance,03:34,https://open.spotify.com/track/3nEHrvNNtgLv9rneTAYVr4
Daily Mix 1,Belly Dancer,Imanbek;BYOR,02:31,https://open.spotify.com/track/7fZBQnc0zXwVybgCIrQQil
Daily Mix 1,When The Lights Go Down (feat. Cody Simpson),DVBBS;Galantis;Cody Simpson,03:09,https://open.spotify.com/track/3J3EdH1ZgXqk1ROTzQOF0U
Daily Mix 1,Shut Off The Lights,Bastille,03:07,https://open.spotify.com/track/6Dcz7Zg0I9Zu88QCQfQmmO
Daily Mix 1,Mr. Forgettable,David Kushner,03:07,https://open.spotify.com/track/39ZVkOVxjG8ypNdUSVNkxU
Daily Mix 1,Infinity,Jaymes Young,03:57,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
Daily Mix 1,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons;JID;Arcane;League of Legends,02:53,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
Daily Mix 1,The Joker And The Queen (feat. Taylor Swift),Ed Sheeran;Taylor Swift,03:05,https://open.spotify.com/track/6N1K5OVVCopBjGViHs2IvP
Daily Mix 1,Give Me The Reason,James Bay,03:54,https://open.spotify.com/track/5viz8trU1uh1pngW0hWr3l
Daily Mix 1,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,03:32,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
Daily Mix 1,Anyone For You (Tiger Lily),George Ezra,03:07,https://open.spotify.com/track/5iFQfP3AqVnHHS89LKQisL
Daily Mix 1,Unloving You,Anson Seabra,02:33,https://open.spotify.com/track/2w9nvs1ByWUGkED4M0ug34
Daily Mix 1,Back To The Future,Bastille,02:53,https://open.spotify.com/track/2i6j4kdRKZV4Y62I2bD1QC
Daily Mix 1,Young Right Now,Robin Schulz;Dennis Lloyd,03:06,https://open.spotify.com/track/0JpEMzTHbt2zBIXrntrXzG
Daily Mix 1,In The Dark,Purple Disco Machine;Sophie and the Giants,03:05,https://open.spotify.com/track/75UUG6x5zQe0gCVOiQpa6X
Daily Mix 1,Ferrari,James Hype;Miggy Dela Rosa,03:05,https://open.spotify.com/track/5xKJI9aPQhuTdTq8BrJ8fL
Daily Mix 1,Joy,Andy Grammer,03:13,https://open.spotify.com/track/4Hn4zAkBUaNnT8m9p7cYaf
Daily Mix 1,Run Into Trouble,Alok;Bastille,03:02,https://open.spotify.com/track/5C2mUkFTs51bizl4LAaqRy
