playlist,name,artists,duration,link
Daily Mix 5,Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia;Connie Constance,03:34,https://open.spotify.com/track/3nEHrvNNtgLv9rneTAYVr4
Daily Mix 5,High,The Chainsmokers,02:55,https://open.spotify.com/track/3t4KHjd8uQpJJ2fa0fRIpR
Daily Mix 5,Eyes Don’t Lie,Tones And I,03:56,https://open.spotify.com/track/2RSqIGxbnTQQjZIS5Iyakn
Daily Mix 5,West Coast,OneRepublic,03:12,https://open.spotify.com/track/0sBJA2OCEECMs0HsdIQhvR
Daily Mix 5,What Would You Do?,Joel Corry;David Guetta;Bryson Tiller,02:54,https://open.spotify.com/track/1D2ZNECRd7KIlA4pyOUGsv
Daily Mix 5,You Were Loved (with OneRepublic),Gryffin;OneRepublic,03:41,https://open.spotify.com/track/4W1JavoraGzh83nluQHY6C
Daily Mix 5,When I’m Gone (with Katy Perry),Alesso;Katy Perry,02:41,https://open.spotify.com/track/5902W4uHWzhtOff1UK7the
Daily Mix 5,Shut Off The Lights,Bastille,03:07,https://open.spotify.com/track/6Dcz7Zg0I9Zu88QCQfQmmO
Daily Mix 5,iPad,The Chainsmokers,03:22,https://open.spotify.com/track/40mxAPW0mpgZ4EGPWiFxt9
Daily Mix 5,Moth To A Flame (with The Weeknd),Swedish House Mafia;The Weeknd,03:54,https://open.spotify.com/track/0VO8gYVDSwM1Qdd2GsMoYK
Daily Mix 5,Sunshine,OneRepublic,02:43,https://open.spotify.com/track/5r43qanLhUCdBj8HN3fa6B
Daily Mix 5,Melody,Sigala,02:47,https://open.spotify.com/track/6Owc2SuzwO3LW1SAODYK3l
Daily Mix 5,Better Days (NEIKED x Mae Muller x Polo G),NEIKED;Mae Muller;Polo G,02:40,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
Daily Mix 5,The Motto,Tiësto;Ava Max,02:44,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
Daily Mix 5,Back To The Future,Bastille,02:53,https://open.spotify.com/track/2i6j4kdRKZV4Y62I2bD1QC
Daily Mix 5,Give Me The Reason,James Bay,03:54,https://open.spotify.com/track/5viz8trU1uh1pngW0hWr3l
Daily Mix 5,Anyone For You (Tiger Lily),George Ezra,03:07,https://open.spotify.com/track/5iFQfP3AqVnHHS89LKQisL
