playlist,name,artists,duration,link
Daily Mix 1,"RIP, Love",Faouzia,02:53,https://open.spotify.com/track/3sYZo4HrHX8tkul5FhUpVo
Daily Mix 1,You - Live,Miley Cyrus,03:01,https://open.spotify.com/track/66MhEsUuahsQOxNR4RJv9Z
Daily Mix 1,My Love - Edit,Florence + The Machine,02:57,https://open.spotify.com/track/0vQYe6g8bNbdUKnUnXdQQV
Daily Mix 1,she's all i wanna be,Tate McRae,03:26,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
Daily Mix 1,When You're Gone,Shawn Mendes,02:52,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
Daily Mix 1,Light Switch,Charlie Puth,03:05,https://open.spotify.com/track/1BSMpVGWs3v5BZKnAQziAc
Daily Mix 1,As It Was,Harry Styles,02:47,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7
Daily Mix 1,Sweetest Pie,Megan Thee Stallion;Dua Lipa,03:21,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
Daily Mix 1,COMPLETE MESS,5 Seconds of Summer,03:26,https://open.spotify.com/track/1Y8COP6Oqef3UxIONvzx6I
Daily Mix 1,Don’t Wake Me Up,Jonas Blue;Why Don't We,03:08,https://open.spotify.com/track/3LEgGAl9zLcQWGTp7ptqtQ
Daily Mix 1,chaotic,Tate McRae,02:58,https://open.spotify.com/track/2bdqU7C4softKNcMYDFi96
Daily Mix 1,Boyfriend,Dove Cameron,02:33,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
Daily Mix 1,That's Hilarious,Charlie Puth,02:26,https://open.spotify.com/track/1jIMjbzcGCcCQn5iMu9CUc
Daily Mix 1,iPad,The Chainsmokers,03:22,https://open.spotify.com/track/40mxAPW0mpgZ4EGPWiFxt9
Daily Mix 1,psychofreak (feat. WILLOW),Camila Cabello;WILLOW,03:21,https://open.spotify.com/track/73cnVqsbZygieKi8xF10sO
Daily Mix 1,Let Me Down Easy (Lie),Why Don't We,02:31,https://open.spotify.com/track/4w9qnwPPJRWPOw6DHhNtIc
Daily Mix 1,MIDDLE OF THE NIGHT,Elley Duhé,03:04,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
