playlist,name,artists,duration,link
Daily Mix 1,Wildest Dreams (Taylor's Version),Taylor Swift,03:40,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
Daily Mix 1,Beg For You (feat. Rina Sawayama),Charli XCX;Rina Sawayama,02:48,https://open.spotify.com/track/50ZFpw2wS6ERvLmW8TINhq
Daily Mix 1,Petrified,Omar Apollo,03:17,https://open.spotify.com/track/0G41EUi3xiwUR6iOtXAQCz
Daily Mix 1,Light Switch,Charlie Puth,03:05,https://open.spotify.com/track/1BSMpVGWs3v5BZKnAQziAc
Daily Mix 1,she's all i wanna be,Tate McRae,03:26,https://open.spotify.com/track/0IuVhCflrQPMGRrOyoY5RW
Daily Mix 1,When You're Gone,Shawn Mendes,02:52,https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
Daily Mix 1,Bones,Imagine Dragons,02:45,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
Daily Mix 1,Bam Bam (feat. Ed Sheeran),Camila Cabello;Ed Sheeran,03:26,https://open.spotify.com/track/0QBzMgT7NIeoCYy3sJCof1
Daily Mix 1,As It Was,Harry Styles,02:47,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7
Daily Mix 1,People Watching,Conan Gray,02:38,https://open.spotify.com/track/4JeOesjcWWlprTAvucDSJX
Daily Mix 1,That's Hilarious,Charlie Puth,02:26,https://open.spotify.com/track/1jIMjbzcGCcCQn5iMu9CUc
Daily Mix 1,COMPLETE MESS,5 Seconds of Summer,03:26,https://open.spotify.com/track/1Y8COP6Oqef3UxIONvzx6I
Daily Mix 1,abcdefu,GAYLE,02:48,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
Daily Mix 1,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons;JID;Arcane;League of Legends,02:53,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
Daily Mix 1,chaotic,Tate McRae,02:58,https://open.spotify.com/track/2bdqU7C4softKNcMYDFi96
Daily Mix 1,Ghost,Justin Bieber,02:33,https://open.spotify.com/track/5dPz35akJjPqb17yeqNwqH
Daily Mix 1,psychofreak (feat. WILLOW),Camila Cabello;WILLOW,03:21,https://open.spotify.com/track/705dwKmZCd7ImAUyyD6Mpm
