playlist,name,artists,duration,link
Daily Mix 2,My Universe,Coldplay;BTS,03:46,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
Daily Mix 2,Wildest Dreams (Taylor's Version),Taylor Swift,03:40,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
Daily Mix 2,good 4 u,Olivia Rodrigo,02:58,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
Daily Mix 2,Bam Bam (feat. Ed Sheeran),Camila Cabello;Ed Sheeran,03:26,https://open.spotify.com/track/0QBzMgT7NIeoCYy3sJCof1
Daily Mix 2,THATS WHAT I WANT,Lil Nas X,02:23,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
Daily Mix 2,That's Hilarious,Charlie Puth,02:26,https://open.spotify.com/track/1jIMjbzcGCcCQn5iMu9CUc
Daily Mix 2,As It Was,Harry Styles,02:47,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7
Daily Mix 2,Sweetest Pie,Megan Thee Stallion;Dua Lipa,03:21,https://open.spotify.com/track/7mFj0LlWtEJaEigguaWqYh
Daily Mix 2,When I’m Gone (with Katy Perry),Alesso;Katy Perry,02:41,https://open.spotify.com/track/5902W4uHWzhtOff1UK7the
Daily Mix 2,Freaky Deaky,Tyga;Doja Cat,03:35,https://open.spotify.com/track/3vySEUpD0tc801F2WZDLYw
Daily Mix 2,psychofreak (feat. WILLOW),Camila Cabello;WILLOW,03:21,https://open.spotify.com/track/705dwKmZCd7ImAUyyD6Mpm
Daily Mix 2,Ghost,Justin Bieber,02:33,https://open.spotify.com/track/5dPz35akJjPqb17yeqNwqH
Daily Mix 2,Attention,Omah Lay;Justin Bieber,03:00,https://open.spotify.com/track/6tTeRmhhuwDl5Y4UiJdHuO
Daily Mix 2,up at night (feat. justin bieber),Kehlani;Justin Bieber,03:02,https://open.spotify.com/track/4WghJOMjDpGdlk3b8aJIgy
Daily Mix 2,Heat Waves,Glass Animals,03:58,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
Daily Mix 2,Last Call,Khalid,03:11,https://open.spotify.com/track/7k0wVBW3cvV6Xmb87JikIf
Daily Mix 2,Shivers,Ed Sheeran,03:27,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
Daily Mix 2,Bones,Imagine Dragons,02:45,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
Daily Mix 2,Woman,Doja Cat,02:52,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
Daily Mix 2,Dance With Somebody,Conor Maynard,03:15,https://open.spotify.com/track/1CrofNrIpyEcoa4a6SWX4j
Daily Mix 2,I’m Tired (with Zendaya) - Bonus Track,Labrinth;Zendaya,03:07,https://open.spotify.com/track/6LtHYDgYHRCHoKK3snfr2w
Daily Mix 2,Fair,Normani,03:04,https://open.spotify.com/track/1SlGaBvTqX0gb24ouXonOo
Daily Mix 2,Big Energy (feat. DJ Khaled) - Remix,Latto;Mariah Carey;DJ Khaled,03:01,https://open.spotify.com/track/4nmD4awtUUCC4AGETpUiuP
Daily Mix 2,Infinity,Jaymes Young,03:57,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
Daily Mix 2,STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,02:21,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
Daily Mix 2,Need to Know,Doja Cat,03:30,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
Daily Mix 2,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons;JID;Arcane;League of Legends,02:53,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
Daily Mix 2,Over,Lucky Daye,03:25,https://open.spotify.com/track/1DOgkaR5Gqa8JtPEIbQORC
Daily Mix 2,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,03:32,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
Daily Mix 2,The Joker And The Queen (feat. Taylor Swift),Ed Sheeran;Taylor Swift,03:05,https://open.spotify.com/track/6N1K5OVVCopBjGViHs2IvP
Daily Mix 2,Treat Me,Chlöe,02:29,https://open.spotify.com/track/2ZCu2xskiEBCV3y0eu0zJG
Daily Mix 2,Fix You,Coldplay,04:55,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q
Daily Mix 2,Black,Pearl Jam,05:42,https://open.spotify.com/track/5Xak5fmy089t0FYmh3VJiY
Daily Mix 2,You Will Be Found (with Summer Walker) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Sam Smith;Summer Walker,03:57,https://open.spotify.com/track/2URXzpbSUwOjltvpgtzXua
Daily Mix 2,You Right,Doja Cat;The Weeknd,03:06,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
Daily Mix 2,Formula,Labrinth,01:31,https://open.spotify.com/track/6EtKlIQmGPB9SX8UjDJG5s
Daily Mix 2,Don’t Forget My Love,Diplo;Miguel,03:19,https://open.spotify.com/track/3LnETnq2xyUpKcGqAQLJy1
Daily Mix 2,Sixty,Weston Estate,02:16,https://open.spotify.com/track/2RaQ5u0MW7truEBYHxvvTp
Daily Mix 2,Don't Go Yet,Camila Cabello,02:44,https://open.spotify.com/track/1qCHidBbWAgv3pn6UbZ4Lg
Daily Mix 2,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5;Megan Thee Stallion,03:47,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
Daily Mix 2,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake;Ozuna;Megan Thee Stallion;LISA,03:45,https://open.spotify.com/track/6IPNp9PfaEqrzotY47TIWy
Daily Mix 2,Gangsta,Kehlani,02:57,https://open.spotify.com/track/1W7zkKgRv9mrLbfdQ8XyH3
Daily Mix 2,When I R.I.P.,Labrinth,02:54,https://open.spotify.com/track/2t16D9V5FmmRAJjsSpwvZf
Daily Mix 2,I Blame The World,Sasha Alex Sloan,03:17,https://open.spotify.com/track/3SrSjUKxAJ6Cq1vpe1mqCZ
Daily Mix 2,traitor,Olivia Rodrigo,03:49,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
Daily Mix 2,Kiss Me More (feat. SZA),Doja Cat;SZA,03:28,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
Daily Mix 2,Let Somebody Go - Spotify Singles,Coldplay;Selena Gomez,04:03,https://open.spotify.com/track/4KiWjFLX5A3oUY40OL0FAh
Daily Mix 2,Megan's Piano,Megan Thee Stallion,01:53,https://open.spotify.com/track/4HyVMzg0sUQsdOxRvSO8Ka
Daily Mix 2,Cryo,INNA,02:38,https://open.spotify.com/track/4iLavMOMViSouoJ5TY0ga5
Daily Mix 2,Forever,Labrinth,03:22,https://open.spotify.com/track/6potEImiklXkwD9qFzpu15
