playlist,name,artists,duration,link
Daily Mix 3,GHOST TOWN,Benson Boone,03:13,https://open.spotify.com/track/135Lf4Q0CzlMNfOxbEUsLH
Daily Mix 3,Little Bit Louder,Mimi Webb,02:35,https://open.spotify.com/track/6giT20TtwGt7N9nmUtTmKT
Daily Mix 3,BED,Joel Corry;RAYE;David Guetta,02:58,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
Daily Mix 3,Run,Becky Hill;Galantis,03:10,https://open.spotify.com/track/02em5H1JIgXssJzQKN6h4M
Daily Mix 3,The Joker And The Queen (feat. Taylor Swift),Ed Sheeran;Taylor Swift,03:05,https://open.spotify.com/track/6N1K5OVVCopBjGViHs2IvP
Daily Mix 3,Drive (feat. Wes Nelson),Clean Bandit;Topic;Wes Nelson,02:59,https://open.spotify.com/track/6eCmK3GQyFuTNWCJHsaF9d
Daily Mix 3,I Drink Wine,Adele,06:16,https://open.spotify.com/track/6v0UJD4a2FtleHeSYVX02A
Daily Mix 3,Piece Of Me (with LOVA),Gryffin;LOVA,03:22,https://open.spotify.com/track/5mlNLzIdl6Ae2a4YRphSI4
Daily Mix 3,Halfway,Mimi Webb,03:17,https://open.spotify.com/track/3dKMVCShHl7cT4IMoxj8x0
Daily Mix 3,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry;Jax Jones;Charli XCX;Saweetie,02:42,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
Daily Mix 3,Losing You,James Arthur,03:46,https://open.spotify.com/track/29Go4wUZUai6cYzwLbbMDM
Daily Mix 3,Just Look Up (From Don’t Look Up),Ariana Grande;Kid Cudi,03:21,https://open.spotify.com/track/3QPBocWfIcOCdFFvmqn60F
Daily Mix 3,Come Close,Anson Seabra,02:59,https://open.spotify.com/track/10LSITr9KpQs2uCh7g2QQh
Daily Mix 3,Good Luck,Mabel;Jax Jones;Galantis,03:55,https://open.spotify.com/track/7CTdh15dTO5HqoeqRPHFha
Daily Mix 3,Overpass Graffiti,Ed Sheeran,03:56,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3
